Genome ID,Genome Name,Other Names,NCBI Taxon ID,Taxon Lineage IDs,Taxon Lineage Names,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species,Genome Status,Strain,Serovar,Biovar,Pathovar,MLST,Segment,Subtype,H_type,N_type,H1 Clade Global,H1 Clade US,H5 Clade,pH1N1-like,Lineage,Clade,Subclade,Other Typing,Culture Collection,Type Strain,Reference,Genome Quality,Completion Date,Publication,Authors,BioProject Accession,BioSample Accession,Assembly Accession,SRA Accession,GenBank Accessions,Sequencing Center,Sequencing Status,Sequencing Platform,Sequencing Depth,Assembly Method,Chromosome,Plasmids,Contigs,Size,GC Content,Contig L50,Contig N50,TRNA,RRNA,Mat Peptide,CDS,Coarse Consistency,Fine Consistency,CheckM Contamination,CheckM Completeness,Genome Quality Flags,Isolation Source,Isolation Comments,Collection Date,Collection Year,Season,Isolation Country,Geographic Group,Geographic Location,Other Environmental,Host Name,Host Common Name,Host Gender,Host Age,Host Health,Host Group,Lab Host,Passage,Other Clinical,Additional Metadata,Comments,Date Inserted,Date Modified
"140.34","Borrelia hermsii strain ML1",,140,"131567;2;203691;203692;136;1643685;138;140","cellular organisms;Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Borreliaceae;Borrelia;Borrelia hermsii","Bacteria","null","Spirochaetes","Spirochaetia","Spirochaetales","Borreliaceae","Borrelia","null","Complete","ML1",,,,,,,,,,,,,,,,,,,,"Good","2021-11-15T00:00:00Z",,,"PRJNA767670","SAMN21924093","GCA_020865525.1",,"CP086371",,"Complete","Illumina HiSeq","1150.0x","CLC NGS Cell v. 21.04",,,1,922239,29.824265,1,922239,32,3,,858,96.7,96.3,,,,"blood",,"2018",2018,,"USA",,"USA:Mono County, CA",,"Homo sapiens","Human",,,"tick-borne relapsing fever","Human",,,,"collected_by:Alan Barbour;lab_host:Mus musculus","Genome sequence of a strain of the relapsing fever agent Borrelia hermsii ML1 from the eastern Sierra Nevada mountains of California","2021-11-30T22:53:14.638Z","2021-11-30T22:53:14.638Z"
"1408.387","Bacillus pumilus strain UAMX",,1408,"131567;2;1783272;1239;91061;1385;186817;1386;1408","cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus pumilus","Bacteria","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus pumilus","Complete","UAMX",,,,,,,,,,,,,,,,,,,,"Good","2020-07-19T00:00:00Z","27018166",,"PRJNA645214","SAMN15498547","GCA_013423765.1",,"CP058951",,"Complete","PacBio RSII","2.0x","CANU v. 1.8",,,1,3854893,41.70772,1,3854893,81,15,,4046,97.1,95,,,,"feces",,"2005-01-01",2005,,"Mexico","North America","Mexico",,"Human, Homo sapiens","Human",,,,"Human",,,,"sample_type:SINGLE STRAIN","The aim of this study is know role of Bacillus pumilus on gut human microbiota.Actualy Bacillus genus is not considerated that part of normal gut human microbiota. We want know influence of Bacillus over gut human microbiota.","2020-07-28T14:54:31.362Z","2020-07-28T14:54:31.362Z"
"1416803.3","Bordetella genomosp. 9 strain AU17164",,1416803,"131567;2;1224;28216;80840;506;517;1416803","cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella genomosp. 9","Bacteria","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Bordetella","Bordetella genomosp. 9","Complete","AU17164",,,,,,,,,,,,,,,,,,,,"Good","2017-05-09T00:00:00Z",,,"PRJNA385118","SAMN06767139","GCA_002119725.1",,"CP021109",,"Complete","Illumina","150X","SPAdes v. 3.5.0",,,1,4587366,66.01,1,4587366,48,3,,4314,97.7,95.7,2.9,97.1,,,,"2008",2008,,"USA",,"United States",,"Human, Homo sapiens","Human",,,,"Human",,,,"sample_type:pure culture","WGS of Bordetella genogroups identified by nrdA sequence typing","2017-05-29T13:23:58.148Z","2017-05-29T13:23:58.148Z"
"1463165.355","Klebsiella quasipneumoniae strain UCI156",,1463165,"131567;2;1224;1236;91347;543;2890311;570;1463165","cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella quasipneumoniae","Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella quasipneumoniae","Complete","UCI156",,,,,,,,,,,,,,,,,,,,"Good","2020-08-29T00:00:00Z",,,"PRJNA271899","SAMN08148203","GCA_014333295.1",,"CP060482",,"Complete","Illumina","84x","AllPaths v. R48559",,,1,5200671,57.989365,1,5200671,71,16,,5024,99.2,98.2,,,,,,,,,"USA","North America","USA: CA",,"Human, Homo sapiens","Human",,,,"Human",,,,"collected_by:University of California, Irvine","Sequencing of Carbapenem resistant bacteria Genome sequencing","2020-11-27T17:59:29.844Z","2020-11-27T17:59:29.844Z"
"146827.6","Corynebacterium simulans strain Wattiau",,146827,"131567;2;1783272;201174;1760;85007;1653;1716;146827","cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Corynebacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium simulans","Bacteria","Bacteria","Actinobacteria","Actinomycetia","Corynebacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium simulans","Complete","Wattiau",,,,,,,,,,,,,,,,,"ATCC BAA-15",,,"Good","2016-03-10T00:00:00Z","26861018",,"PRJNA309522","SAMN04435330","GCA_001586235.1",,"CP014635",,"Complete","PacBio RSII","100x","HGAP v. 2.0",,,1,2598702,59.26,1,2598702,52,7,,2434,97.3,96.3,0.3,100,,"Skin swab",,"2000",2000,,"Belgium","Europe","Belgium","env_biome:human-associated habitat","Human, Homo sapiens","Human",,,,"Human",,,,,"Corynebacterium simulans Wattiau (ATCC BAA-15), complete genome","2016-03-18T15:29:08.669Z","2016-03-18T15:29:08.669Z"
"147206.17","Collinsella stercoris DSM 13279",,147206,"131567;2;1783272;201174;84998;84999;84107;102106;147206","cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;Collinsella stercoris","Bacteria",,"Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella","Collinsella stercoris","Complete","DSM 13279",,,,,,,,,,,,,,,,,"DSM:13279",,,"Good","2022-09-12T00:00:00Z",,,"PRJNA746600","SAMN20222685","GCA_025149625.1",,"CP102276",,"Complete","Illumina HiSeq; Oxford Nanopore","100x","Unicycler v. 0.4.8",,,1,2460746,63.349693,1,2460746,52,9,,2249,97.9,96.8,0.5,100,,,,"not applicable",,,,,"not applicable",,"Homo sapiens","Human",,,,"Human",,,,"biomaterial_provider:DSMZ",,"2022-10-16T17:03:40.468Z","2022-10-16T17:03:40.468Z"
"1496.16373","Clostridioides difficile CDB",,1496,"131567;2;1783272;1239;186801;186802;186804;1870884;1496","cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Clostridia;Eubacteriales;Peptostreptococcaceae;Clostridioides;Clostridioides difficile","Bacteria",,"Firmicutes","Clostridia","Eubacteriales","Peptostreptococcaceae","Clostridioides","Clostridioides difficile","Complete","CDB",,,,,,,,,,,,,,,,,,,,"Good","2022-03-25T00:00:00Z",,,"PRJNA790702","SAMN24220739","GCA_022695655.1",,"CP090060",,"Complete","PacBio RS","391.0x","Unicycler v. SEPT-2021",,,1,4234172,29.083868,1,4234172,90,23,,3836,100,99.9,,100,,"hospital",,"2020-11-30",2020,,"China","Asia","China",,"Homo sapiens","Human",,,"Blood sepsis","Human",,,,"collected_by:Affiliated Hangzhou First People's Hospital, Zhejiang University School of Medicine",,"2022-04-26T13:12:28.096Z","2022-04-26T13:12:28.096Z"
"1530123.47","Acinetobacter seifertii strain AS79",,1530123,"131567;2;1224;1236;2887326;468;469;909768;1530123","cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter calcoaceticus/baumannii complex;Acinetobacter seifertii","Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter seifertii","Complete","AS79",,,,"MLST.Acinetobacter_baumannii_2.554,MLST.Acinetobacter_baumannii_1.1039",,,,,,,,,,,,,,,,"Good","2020-09-24T00:00:00Z",,,"PRJNA662665","SAMN16092246","GCA_014717515.1",,"CP061550",,"Complete","Oxford Nanopore MinION","80x","CCBGpipe v. 1",,,1,3900615,38.583607,1,3900615,73,11,,3618,99.3,98.1,,,,"blood",,"2010-2017",2010,,"Taiwan","Asia","Taiwan",,"Human, Homo sapiens","Human",,,"bloodstream infection","Human",,,,"collected_by:CCH","Clinical and molecular characterization of Acinetobacter seifertii in Taiwan","2020-11-28T21:42:31.538Z","2020-11-28T21:42:31.538Z"
"154046.362","Hungatella hathewayi DSM 13479",,154046,"131567;2;1783272;1239;186801;186802;31979;1649459;154046","cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Hungatella;Hungatella hathewayi","Bacteria",,"Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Hungatella","Hungatella hathewayi","Complete","DSM 13479",,,,,,,,,,,,,,,,,"DSM:13479",,,"Good","2022-09-12T00:00:00Z",,,"PRJNA746600","SAMN20222677","GCA_025149285.1",,"CP102274",,"Complete","Illumina HiSeq; PacBio","100x","Unicycler v. 0.4.8",,,1,6931886,48.1088,1,6931886,76,10,,6714,97,94.8,,100,,,,"not applicable",,,,,"not applicable",,"Homo sapiens","Human",,,,"Human",,,,"biomaterial_provider:DSMZ",,"2022-10-16T17:12:32.531Z","2022-10-16T17:12:32.531Z"
"1585976.7","Bergeyella cardium strain HPQL",,1585976,"131567;2;1783270;68336;976;117743;200644;2762318;59735;1585976","cellular organisms;Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Bergeyella;Bergeyella cardium","Bacteria","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Weeksellaceae","Bergeyella","Bergeyella cardium","Complete","HPQL",,,,,,,,,,,,,,,,,,,,"Good","2020-01-22T00:00:00Z",,,"PRJNA449612","SAMN08913567","GCA_009914665.1",,"CP029149",,"Complete","PacBio","524.0x","HGAP v. 3.0",,,1,2036890,39.626095,1,2036890,42,4,,1941,97.6,97.4,,,,"blood",,"2016-05-31",2016,,"China","Asia","China",,"Human, Homo sapiens","Human",,,"Infective Endocarditis","Human",,,,"collected_by:Qilu Hospital, Shandong University","Bergeyella cardium is an important human pathogen. However, studies regarding the genetic feathers of this species are very rare. Here, we characterized the complete genome sequences of Bergeyella cardium strain QL-PH to further understand the pathogenic mechanism of Bergeyella cardium strains.","2020-02-02T03:07:38.182Z","2020-02-02T03:07:38.182Z"
"158836.2081","Enterobacter hormaechei K432",,158836,"131567;2;1224;1236;91347;543;547;354276;158836","cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter;Enterobacter cloacae complex;Enterobacter hormaechei","Bacteria",,"Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter","Enterobacter hormaechei","Complete","K432",,,,,,,,,,,,,,,,,,,,"Good","2022-11-20T00:00:00Z",,,"PRJNA900428","SAMN31691762",,,"CP110857",,,"nanopore","100.0x","Unicycler v. v0.4.5",,,1,4862801,55.14026,1,4862801,85,25,,4765,99.6,98.7,0.1,99.9,,"urine",,"2020",2020,,"China","Asia","China: Zhejiang",,"Homo sapiens","Human",,,"urinary tract infection","Human",,,,"collected_by:a tertiary hospital",,"2022-12-26T16:07:24.736Z","2022-12-26T16:07:24.736Z"
"161879.63","Corynebacterium kroppenstedtii yu01",,161879,"131567;2;1783272;201174;1760;85007;1653;1716;161879","cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Corynebacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium kroppenstedtii","Bacteria",,"Actinobacteria","Actinomycetia","Corynebacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium kroppenstedtii","Complete","yu01",,,,,,,,,,,,,,,,,,,,"Good","2022-09-19T00:00:00Z",,,"PRJNA877407","SAMN30698500","GCA_025252365.1",,"CP104321",,"Complete","Illumina NovaSeq; Oxford Nanopore MinION","200.0x","Unicycler v. 0.4.0",,,1,2536825,56.844955,1,2536825,46,9,,2283,96.9,95.9,,100,,"interstitial fluid",,"2021-10-05",2021,,"China","Asia","China: Nanjing City",,"Homo sapiens","Human",,,"mastitis","Human",,,,"collected_by:Ying Huang",,"2022-10-16T18:27:31.905Z","2022-10-16T18:27:31.905Z"
"1639.1160","Listeria monocytogenes strain A144",,1639,"131567;2;1783272;1239;91061;1385;186820;1637;1639","cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;Bacillales;Listeriaceae;Listeria;Listeria monocytogenes","Bacteria","Bacteria","Firmicutes","Bacilli","Bacillales","Listeriaceae","Listeria","Listeria monocytogenes","Complete","A144",,,,,,,,,,,,,,,,,,,,"Good","2016-01-12T00:00:00Z",,,"PRJNA261392","SAMN04387840","GCF_001513695.1","SRR3089759","CP013919",,"Complete","Illumina","100x","SPADES v. 3.5.0",,,1,2905533,37.96,1,2905533,58,6,,2891,100,99.7,,100,,"blood",,"2008-07-01",2008,,"Italy","Europe","Italy: MILAN",,"Human, Homo sapiens","Human",,,"Listeriosis","Human",,,,"isolate:A144;collected_by:OSPEDALE SAN GERARDO DI MONZA","This BioProject has the goal of studying the genetic variance, with particular emphasis in the analysis of virulence factors and antibiotic resistance genes, of Listeria monocytogenes strains circulating in Italy. It has relevance both in environmental/food area and clinical fields. In","2016-02-02T21:00:50.222Z","2016-02-02T21:00:50.222Z"
"1680.5","Bifidobacterium adolescentis strain BBMN23",,1680,"131567;2;1783272;201174;1760;85004;31953;1678;1680","cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium adolescentis","Bacteria","Bacteria","Actinobacteria","Actinomycetia","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium adolescentis","Complete","BB23",,,,,,,,,,,,,,,,,,,,"Good","2015-01-14T00:00:00Z",,,"PRJNA271241","SAMN03273368","GCF_000817995.1",,"CP010437",,"Complete","PacBio RS","100x","HS HGAP Assembly v. 2",,,1,2173720,59.29,1,2173720,55,7,,1836,99.9,99.9,,100,,"human feces",,"2006-10-30",2006,,"China","Asia","China: village Bama, guangxi",,"Human, Homo sapiens","Human",,,,"Human",,,,"isolate:human feces;sample_type:cell culture","The goal of this project is to obtain the complete genome sequence of Bifidobacterium adolescentis BBMN23.","2016-01-17T15:42:02.185Z","2016-01-17T15:42:02.185Z"
"1689.18","Bifidobacterium dentium strain NCTC11816",,1689,"131567;2;1783272;201174;1760;85004;31953;1678;1689","cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium dentium","Bacteria","Bacteria","Actinobacteria","Actinomycetia","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium dentium","Complete","NCTC11816","not available: to be reported later",,,,,,,,,,,,,,,,"NCTC:11816",,,"Good","2018-12-19T00:00:00Z",,,"PRJEB6403","SAMEA4076722","GCA_900637175.1",,"LR134349",,"Complete",,,,,,1,2635828,58.538986,,2635828,56,12,,2240,99.9,99.9,,,,"Dental caries",,"1900-1974",,,,,,,"Human, Homo sapiens","Human",,,,"Human",,,"host_health_state:disease",,"http://www.sanger.ac.uk/resources/downloads/bacteria/nctc/","2019-02-01T13:50:49.831Z","2019-02-01T13:50:49.831Z"
"1717.786","Corynebacterium diphtheriae CD1008",,1717,"131567;2;1783272;201174;1760;85007;1653;1716;1717","cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Corynebacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium diphtheriae","Bacteria",,"Actinobacteria","Actinomycetia","Corynebacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium diphtheriae","Complete","CD1008",,,,,,,,,,,,,,,,,,,,"Good","2022-01-24T00:00:00Z",,,"PRJNA541851","SAMN11612661","GCA_021560315.1",,"CP040525",,"Complete","PacBio RSII; Illumina HiSeq","589x","HGAP v. 3",,,1,2474411,53.554604,1,2474411,54,10,,2503,99.6,99.1,,,,"Throat swab",,"2017",2017,,"Bangladesh","Asia","Bangladesh",,"Homo sapiens","Human",,,"diphtheria","Human",,,,,,"2022-02-27T05:27:08.486Z","2022-02-27T05:27:08.486Z"
"1747.1081","Cutibacterium acnes HKGB3",,1747,"131567;2;1783272;201174;1760;85009;31957;1912216;1747","cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Propionibacteriales;Propionibacteriaceae;Cutibacterium;Cutibacterium acnes","Bacteria",,"Actinobacteria","Actinomycetia","Propionibacteriales","Propionibacteriaceae","Cutibacterium","Cutibacterium acnes","Complete","HKGB3",,,,,,,,,,,,,,,,,,,,"Good","2022-01-18T00:00:00Z",,,"PRJNA638345","SAMN15293941","GCA_021496605.1",,"CP059594",,"Complete","Illumina HiSeq","302x","Unicycler v. v0.4.8",,,1,2478156,60.043644,1,2478156,45,3,,2395,99.6,99.1,,,,"MAMC Hospital, New Delhi",,"2016-01-05",2016,,"India","Asia","India: New Delhi",,"Homo sapiens","Human","male","<25 Years","Acne vulgaris","Human",,,,"collected_by:Bipul Kumar",,"2022-01-28T19:40:26.671Z","2022-01-28T19:40:26.671Z"
"1773.23679","Mycobacterium tuberculosis strain 1-0006P6C4",,1773,"131567;2;1783272;201174;1760;85007;1762;1763;77643;1773","cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Corynebacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium tuberculosis complex;Mycobacterium tuberculosis","Bacteria","Bacteria","Actinobacteria","Actinomycetia","Corynebacteriales","Mycobacteriaceae","Mycobacterium","Mycobacterium tuberculosis","Complete","1-0006P6C4",,,,,,,,,,,,,,,,,,,,"Good","2020-10-20T00:00:00Z",,,"PRJNA555636","SAMN12325189","GCA_014901155.1",,"CP041876",,"Complete","PacBio RSII","99x","Canu v. 1.6",,,1,4419608,65.61541,1,4419608,44,2,,4348,99.6,98.7,,,,"lung",,,,,"India","Asia","India",,"Human, Homo sapiens","Human",,,"tuberculosis","Human",,,,"collected_by:PD Hinduja National Hospital","This project presents 97 circularized reference-quality clinical M. tuberculosis genomes.","2020-11-30T12:59:45.073Z","2020-11-30T12:59:45.073Z"
"1774.124","Mycobacteroides chelonae MCHE08",,1774,"131567;2;1783272;201174;1760;85007;1762;670516;1774","cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Corynebacteriales;Mycobacteriaceae;Mycobacteroides;Mycobacteroides chelonae","Bacteria",,"Actinobacteria","Actinomycetia","Corynebacteriales","Mycobacteriaceae","Mycobacteroides","Mycobacteroides chelonae","Complete","MCHE08",,,,,,,,,,,,,,,,,,,,"Good","2022-01-31T00:00:00Z",,,"PRJNA643662","SAMN15422980","GCA_021729805.1",,"CP058976",,"Complete","Illumina MiSeq; Oxford Nanopore","268x","SPAdes v. 3.13; 'Other' v. Unicycler",,,1,5040728,64.08503,1,5040728,50,1,,4981,98.6,97.6,,,,"wound",,"2019-10",2019,,"Switzerland","Europe","Switzerland: Bern",,"Homo sapiens","Human",,,"skin and soft tissue infections","Human",,,,"collected_by:Institute for Infectious Diseases",,"2022-02-26T21:18:59.606Z","2022-02-26T21:18:59.606Z"
"1870984.37","Anaerococcus mediterraneensis GNH",,1870984,"131567;2;1783272;1239;1737404;1737405;1570339;165779;1870984","cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Tissierellia;Tissierellales;Peptoniphilaceae;Anaerococcus;Anaerococcus mediterraneensis","Bacteria",,"Firmicutes","Tissierellia","Tissierellales","Peptoniphilaceae","Anaerococcus","Anaerococcus mediterraneensis","Complete","GNH",,,,,,,,,,,,,,,,,,,,"Good","2021-12-28T00:00:00Z",,,"PRJNA741914","SAMN24115430","GCA_021307325.1",,"CP089931",,"Complete","Oxford Nanopore; Illumina","790.0x","Unicycler Hybrid Assembly v. v0.4.8",,,1,1859441,34.83703,1,1859441,48,4,,1769,97.4,97.1,,,,"Cell culture",,"2019-05-10",2019,,"Denmark","Europe","Denmark: at the University Hospital, Odense",,"Homo sapiens","Human",,,,"Human",,,,,,"2022-02-02T10:29:42.959Z","2022-02-02T10:29:42.959Z"
"187327.398","Acidaminococcus intestini D21",,187327,"131567;2;1783272;1239;909932;1843488;909930;904;187327","cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Negativicutes;Acidaminococcales;Acidaminococcaceae;Acidaminococcus;Acidaminococcus intestini","Bacteria",,"Firmicutes","Negativicutes","Acidaminococcales","Acidaminococcaceae","Acidaminococcus","Acidaminococcus intestini","Complete","D21",,,,,,,,,,,,,,,,,,,,"Good","2022-09-12T00:00:00Z",,,"PRJNA746600","SAMN20222632","GCA_025144545.1",,"CP102249",,"Complete","Illumina HiSeq; Oxford Nanopore","100x","Unicycler v. 0.4.8",,,1,2305309,50.04739,1,2305309,52,6,,2291,97.4,97,1.2,97.9,,,,"not applicable",,,,,"not applicable",,"Homo sapiens","Human",,,,"Human",,,,"biomaterial_provider:BEI<USA>",,"2022-10-16T16:59:17.024Z","2022-10-16T16:59:17.024Z"
"195.3312","Campylobacter coli strain R18.1828",,195,"131567;2;1224;68525;29547;213849;72294;194;195","cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;Campylobacter coli","Bacteria","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","Campylobacter coli","Complete","R18.1828",,,,,,,,,,,,,,,,,,,,"Good","2021-06-15T00:00:00Z",,,"PRJNA637789","SAMN15156909","GCA_018885145.1",,"CP076509",,"Complete","Illumina MiSeq; Oxford Nanopore","100x","unicycler v. v0.4.8",,,1,1726629,31.466053,1,1726629,44,6,,1799,100,99.9,,,,"stool",,"2018",2018,,"Taiwan","Asia","Taiwan",,"Homo sapiens","Human",,,"not collected","Human",,,,"collected_by:Taiwan CDC","Whole genome sequence data uploaded by Centers for Disease Control, Taiwan","2021-06-26T05:51:01.286Z","2021-06-26T05:51:01.286Z"
"196024.107","Aeromonas dhakensis strain 71453",,196024,"131567;2;1224;1236;135624;84642;642;196024","cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas;Aeromonas dhakensis","Bacteria","null","Proteobacteria","Gammaproteobacteria","Aeromonadales","Aeromonadaceae","Aeromonas","null","Complete","71453",,,,"MLST.Aeromonas_spp.356",,,,,,,,,,,,,"not collected",,,"Good","2021-10-10T00:00:00Z",,,"PRJNA759416","SAMN21168051","GCA_020405305.1",,"CP084349",,"Complete","Oxford Nanopore","320x","ABySS v. 2021-02-01T00:00:00",,,1,4907981,61.254433,1,4907981,124,31,,4552,99.8,99.1,,,,"bile",,"2020-10-14",2020,,"China",,"China:Ningbo",,"Homo sapiens","Human","male","76","cholecystitis","Human",,,"host_disease_outcome:recovery","collected_by:Xing-bei Weng","Antibiotic Resistance Determinants and Virulence Factors of Aeromonas in Ningbo","2021-10-31T11:04:40.523Z","2021-10-31T11:04:40.523Z"
"197.23707","Campylobacter jejuni 2021_ST_09",,197,"131567;2;1224;68525;29547;213849;72294;194;197","cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;Campylobacter jejuni","Bacteria",,"Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","Campylobacter jejuni","Complete","2021_ST_09",,,,,,,,,,,,,,,,,,,,"Good","2022-08-15T00:00:00Z","35889129",,"PRJNA854369","SAMN29438684","GCA_024664355.1",,"CP101196",,"Complete","Illumina","30x","SPAdes v. 3.15.4",,,1,1641481,30.691072,1,1641481,29,2,,1591,98.7,98.5,1,89.9,,"stool",,"2021",2021,,"Croatia","Europe","Croatia: Split",,"Homo sapiens","Human",,,"unkonown","Human",,,,"collected_by:Merica Carev",,"2022-09-02T17:09:41.845Z","2022-09-02T17:09:41.845Z"
"199.2267","Campylobacter concisus strain P3UCB1",,199,"131567;2;1224;68525;29547;213849;72294;194;199","cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;Campylobacter concisus","Bacteria","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","Campylobacter concisus","Complete","P3UCB1",,,,,,,,,,,,,,,,,,,,"Good","2020-11-24T00:00:00Z","33111662",,"PRJNA348396","SAMN05908158","GCA_015680005.1",,"CP049238",,"Complete","Oxford Nanopore MiniION","18x","Canu v. 1.7.1",,,1,1831655,37.605225,1,1831655,48,6,,1901,97.4,97,,,,"Intestinal biopsy",,"2009-01-02",2009,,"Australia","Oceania","Australia",,"Human, Homo sapiens","Human",,,"Ulcerative colitis","Human",,,,"collected_by:UNSW","Genome analysis of Campylobacter concisus strains from patients with inflammatory bowel disease and gastroenteritis","2021-01-02T05:43:50.902Z","2021-01-02T05:43:50.902Z"
"207340.31","Roseomonas mucosa AD3",,207340,"131567;2;1224;28211;204441;433;125216;207340","cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Roseomonas;Roseomonas mucosa","Bacteria",,"Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Roseomonas","Roseomonas mucosa","Complete","AD3",,,,,,,,,,,,,,,,,,,,"Good","2022-11-17T00:00:00Z",,,"PRJNA498095","SAMN10281987",,,"CP034902,CP034903,CP034905,CP034904,CP034906,CP034907",,,"Illumina MiSeq; PacBio","100.0x","CANU v. 1.0; Bowtie2 v. 2.2.4; pilon v.",,5,6,5007091,70.446014,1,4219833,61,15,,4901,94,91.5,1.5,99.7,,,,"01-Nov-2013",2013,,"USA","North America","USA",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:tissue sample",,"2022-12-26T07:22:22.919Z","2022-12-26T07:22:22.919Z"
"208224.339","Enterobacter kobei C210239",,208224,"131567;2;1224;1236;91347;543;547;354276;208224","cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter;Enterobacter cloacae complex;Enterobacter kobei","Bacteria",,"Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter","Enterobacter kobei","Complete","C210239",,,,,,,,,,,,,,,,,,,,"Good","2022-05-26T00:00:00Z",,,"PRJNA838260","SAMN28416108","GCA_023558885.1",,"CP097572",,"Complete","nanopore MinION","12x","Unicycler v. 0.4.4",,,1,4885699,54.816414,1,4885699,83,25,,4657,99.4,98.3,,100,,,,"2021",2021,,"China","Asia","China: Shandong",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:whole organism",,"2022-06-23T16:03:55.554Z","2022-06-23T16:03:55.554Z"
